"Name"	"File Extension"	"File Type"	"Is Deleted"	"Last Accessed"	"File Created"	"Last Modified"	"Size"	"Address"	"Hash Value"	"Known Status"	"Permissions"	"Full Path"
"0d2af2beb30dfb743b9156705e1d267ce6116b"	""	"r"	""	"2025-12-01 20:54:14 IST"	"2025-12-01 20:54:14 IST"	"2025-12-01 20:54:14 IST"	"624"	"107"	"620ee9297098af43e9cdaec38b0e1f5e"	"unknown"	"r-wx-wx-wx"	"/img_case3.E01/vol_vol2/.git/objects/20/0d2af2beb30dfb743b9156705e1d267ce6116b"
"ed0303019c119e6383c7df59cd8a6365f2fd2e"	""	"r"	""	"2025-12-01 15:12:39 IST"	"2025-12-01 15:12:39 IST"	"2025-12-01 15:12:39 IST"	"164257"	"81"	"46d4737299cdd6ddd2ec2f1b74e74d3e"	"unknown"	"r-wx-wx-wx"	"/img_case3.E01/vol_vol2/.git/objects/2f/ed0303019c119e6383c7df59cd8a6365f2fd2e"
"ed0303019c119e6383c7df59cd8a6365f2fd2e-slack"	""	"r"	""	"2025-12-01 15:12:39 IST"	"2025-12-01 15:12:39 IST"	"2025-12-01 15:12:39 IST"	"3679"	"81"	"null"	"unknown"	"r-wx-wx-wx"	"/img_case3.E01/vol_vol2/.git/objects/2f/ed0303019c119e6383c7df59cd8a6365f2fd2e-slack"
"505d7e9039549134e236224da087879fd3514f"	""	"r"	""	"2025-12-01 20:54:39 IST"	"2025-12-01 15:14:46 IST"	"2025-12-01 15:14:46 IST"	"132"	"94"	"91540a8983f27cf4a40d0fade2c8e01c"	"unknown"	"r-wx-wx-wx"	"/img_case3.E01/vol_vol2/.git/objects/32/505d7e9039549134e236224da087879fd3514f"
"0a9c9472674a3ffbf0023b38d2ba416c131aaa"	""	"r"	""	"2025-12-01 20:54:39 IST"	"2025-12-01 15:14:46 IST"	"2025-12-01 15:14:46 IST"	"91"	"92"	"41eb9a2379371916a88c902f451d1bff"	"unknown"	"r-wx-wx-wx"	"/img_case3.E01/vol_vol2/.git/objects/37/0a9c9472674a3ffbf0023b38d2ba416c131aaa"
"4a24f7edb9d50ad69ba1f6e9a0e063c7749665"	""	"r"	""	"2025-12-01 20:54:14 IST"	"2025-12-01 20:54:14 IST"	"2025-12-01 20:54:14 IST"	"590552"	"105"	"5d667b12c6683a7124767e13b73331d1"	"unknown"	"r-wx-wx-wx"	"/img_case3.E01/vol_vol2/.git/objects/50/4a24f7edb9d50ad69ba1f6e9a0e063c7749665"
"4a24f7edb9d50ad69ba1f6e9a0e063c7749665-slack"	""	"r"	""	"2025-12-01 20:54:14 IST"	"2025-12-01 20:54:14 IST"	"2025-12-01 20:54:14 IST"	"3368"	"105"	"null"	"unknown"	"r-wx-wx-wx"	"/img_case3.E01/vol_vol2/.git/objects/50/4a24f7edb9d50ad69ba1f6e9a0e063c7749665-slack"
"a2131f2ba3ddc92b25ddea190ccb73f2cf23ca"	""	"r"	""	"2025-12-01 15:14:46 IST"	"2025-12-01 15:14:46 IST"	"2025-12-01 15:14:46 IST"	"88"	"90"	"028566ac10ec80550df3ae994dea3498"	"unknown"	"r-wx-wx-wx"	"/img_case3.E01/vol_vol2/.git/objects/51/a2131f2ba3ddc92b25ddea190ccb73f2cf23ca"
"0694e9f76b765b26dddc630018e740915de8fc"	""	"r"	""	"2025-12-01 15:12:39 IST"	"2025-12-01 15:12:39 IST"	"2025-12-01 15:12:39 IST"	"138"	"79"	"dedf54de53256356dde64e64b4ce5f05"	"unknown"	"r-wx-wx-wx"	"/img_case3.E01/vol_vol2/.git/objects/5d/0694e9f76b765b26dddc630018e740915de8fc"
"be6f32bee7743f5eb047b33d2bc848c5bda178"	""	"r"	""	"2025-12-01 15:14:46 IST"	"2025-12-01 15:14:46 IST"	"2025-12-01 15:14:46 IST"	"88"	"88"	"3e5d5bb27f15e2a6b2bf40fc1a18247a"	"unknown"	"r-wx-wx-wx"	"/img_case3.E01/vol_vol2/.git/objects/63/be6f32bee7743f5eb047b33d2bc848c5bda178"
"821b00fbfcb1d4751404eda1751a43c4890225"	""	"r"	""	"2025-12-01 15:12:39 IST"	"2025-12-01 15:12:39 IST"	"2025-12-01 15:12:39 IST"	"626"	"83"	"af76be2d85c78f426387c145ca859ac0"	"unknown"	"r-wx-wx-wx"	"/img_case3.E01/vol_vol2/.git/objects/7c/821b00fbfcb1d4751404eda1751a43c4890225"
"f1f7d9c1c80f39816e6cbfdf0ba29e2fa210cd"	""	"r"	""	"2025-12-01 15:14:46 IST"	"2025-12-01 15:14:46 IST"	"2025-12-01 15:14:46 IST"	"56"	"86"	"b010297aa4f89b07686a649ef0da604c"	"unknown"	"r-wx-wx-wx"	"/img_case3.E01/vol_vol2/.git/objects/90/f1f7d9c1c80f39816e6cbfdf0ba29e2fa210cd"
"57f70a02d1448b3fa582d47076102b7c71a49a"	""	"r"	""	"2025-12-01 20:54:39 IST"	"2025-12-01 20:54:39 IST"	"2025-12-01 20:54:39 IST"	"168"	"109"	"f54525dd9e32823ad86e36395ab03e66"	"unknown"	"r-wx-wx-wx"	"/img_case3.E01/vol_vol2/.git/objects/fd/57f70a02d1448b3fa582d47076102b7c71a49a"
"main"	""	"r"	""	"2025-12-01 20:53:52 IST"	"2025-12-01 15:44:12 IST"	"2025-12-01 15:44:12 IST"	"41"	"69"	"bcaf0109a8d8ca1990a7551c3e789401"	"unknown"	"rrwxrwxrwx"	"/img_case3.E01/vol_vol2/.git/refs/heads/main"
"access log txt.txt"	".txt"	"r"	""	"2025-12-02 20:43:19 IST"	"2025-12-02 20:43:19 IST"	"2025-12-02 20:43:19 IST"	"0"	"116"	"d41d8cd98f00b204e9800998ecf8427e"	"unknown"	"rrwxrwxrwx"	"/img_case3.E01/vol_vol2/comprehensive project/access log txt.txt"
"evidence photo.jpeg"	".jpeg"	"r"	""	"2025-12-02 20:50:43 IST"	"2025-12-02 20:50:25 IST"	"2025-12-02 20:49:44 IST"	"990475"	"119"	"0a97c7ac71aff772615fa46d35782f2e"	"unknown"	"rrwxrwxrwx"	"/img_case3.E01/vol_vol2/comprehensive project/evidence photo.jpeg"
"evidence photo.jpeg-slack"	".jpeg-slack"	"r"	""	"2025-12-02 20:50:43 IST"	"2025-12-02 20:50:25 IST"	"2025-12-02 20:49:44 IST"	"757"	"119"	"null"	"unknown"	"rrwxrwxrwx"	"/img_case3.E01/vol_vol2/comprehensive project/evidence photo.jpeg-slack"
